File,N,Algorithm,Result,Time(s)
dataset/Test-1.txt,96323,A2,1,0.000035000
dataset/Test-1.txt,96323,A3,1,0.000001000
dataset/Test-1.txt,96323,A4,1,0.000000000
dataset/Test-1.txt,58537,A1,1,0.000041000
dataset/Test-1.txt,58537,A2,1,0.000021000
dataset/Test-1.txt,58537,A3,1,0.000000000
dataset/Test-1.txt,58537,A4,1,0.000000000
dataset/Test-1.txt,347951,A1,1,0.000253000
dataset/Test-1.txt,347951,A2,1,0.000130000
dataset/Test-1.txt,347951,A3,1,0.000001000
dataset/Test-1.txt,347951,A4,1,0.000001000
dataset/Test-1.txt,147409,A1,1,0.000110000
dataset/Test-1.txt,147409,A2,1,0.000053000
dataset/Test-1.txt,147409,A3,1,0.000000000
dataset/Test-1.txt,147409,A4,1,0.000000000
dataset/Test-1.txt,157907,A1,1,0.000106000
dataset/Test-1.txt,157907,A2,1,0.000053000
dataset/Test-1.txt,157907,A3,1,0.000000000
dataset/Test-1.txt,157907,A4,1,0.000000000
dataset/Test-1.txt,122389,A1,1,0.000082000
dataset/Test-1.txt,122389,A2,1,0.000041000
dataset/Test-1.txt,122389,A3,1,0.000000000
dataset/Test-1.txt,122389,A4,1,0.000001000
dataset/Test-1.txt,94433,A1,1,0.000063000
dataset/Test-1.txt,94433,A2,1,0.000031000
dataset/Test-1.txt,94433,A3,1,0.000000000
dataset/Test-1.txt,94433,A4,1,0.000001000
dataset/Test-1.txt,58757,A1,1,0.000039000
dataset/Test-1.txt,58757,A2,1,0.000020000
dataset/Test-1.txt,58757,A3,1,0.000000000
dataset/Test-1.txt,58757,A4,1,0.000001000
dataset/Test-1.txt,1321,A1,1,0.000001000
dataset/Test-1.txt,1321,A2,1,0.000001000
dataset/Test-1.txt,1321,A3,1,0.000000000
dataset/Test-1.txt,1321,A4,1,0.000000000
dataset/Test-1.txt,248117,A1,1,0.000166000
dataset/Test-1.txt,248117,A2,1,0.000083000
dataset/Test-1.txt,248117,A3,1,0.000001000
dataset/Test-1.txt,248117,A4,1,0.000000000
dataset/Test-1.txt,197359,A1,1,0.000132000
dataset/Test-1.txt,197359,A2,1,0.000067000
dataset/Test-1.txt,197359,A3,1,0.000000000
dataset/Test-1.txt,197359,A4,1,0.000001000
dataset/Test-1.txt,9871,A1,1,0.000006000
dataset/Test-1.txt,9871,A2,1,0.000003000
dataset/Test-1.txt,9871,A3,1,0.000001000
dataset/Test-1.txt,9871,A4,1,0.000001000
dataset/Test-1.txt,228757,A1,1,0.000154000
dataset/Test-1.txt,228757,A2,1,0.000084000
dataset/Test-1.txt,228757,A3,1,0.000001000
dataset/Test-1.txt,228757,A4,1,0.000000000
dataset/Test-1.txt,345109,A1,1,0.000231000
dataset/Test-1.txt,345109,A2,1,0.000117000
dataset/Test-1.txt,345109,A3,1,0.000001000
dataset/Test-1.txt,345109,A4,1,0.000000000
dataset/Test-1.txt,282103,A1,1,0.000189000
dataset/Test-1.txt,282103,A2,1,0.000094000
dataset/Test-1.txt,282103,A3,1,0.000000000
dataset/Test-1.txt,282103,A4,1,0.000000000
dataset/Test-2.txt,349,A1,1,0.000001000
dataset/Test-2.txt,349,A2,1,0.000002000
dataset/Test-2.txt,349,A3,1,0.000000000
dataset/Test-2.txt,349,A4,1,0.000001000
dataset/Test-2.txt,773,A1,1,0.000001000
dataset/Test-2.txt,773,A2,1,0.000001000
dataset/Test-2.txt,773,A3,1,0.000000000
dataset/Test-2.txt,773,A4,1,0.000000000
dataset/Test-2.txt,307,A1,1,0.000000000
dataset/Test-2.txt,307,A2,1,0.000001000
dataset/Test-2.txt,307,A3,1,0.000000000
dataset/Test-2.txt,307,A4,1,0.000000000
dataset/Test-2.txt,761,A1,1,0.000000000
dataset/Test-2.txt,761,A2,1,0.000002000
dataset/Test-2.txt,761,A3,1,0.000000000
dataset/Test-2.txt,761,A4,1,0.000000000
dataset/Test-2.txt,983,A1,1,0.000001000
dataset/Test-2.txt,983,A2,1,0.000001000
dataset/Test-2.txt,983,A3,1,0.000000000
dataset/Test-2.txt,983,A4,1,0.000000000
dataset/Test-2.txt,643,A1,1,0.000000000
dataset/Test-2.txt,643,A2,1,0.000001000
dataset/Test-2.txt,643,A3,1,0.000000000
dataset/Test-2.txt,643,A4,1,0.000001000
dataset/Test-2.txt,211,A1,1,0.000000000
dataset/Test-2.txt,211,A2,1,0.000001000
dataset/Test-2.txt,211,A3,1,0.000000000
dataset/Test-2.txt,211,A4,1,0.000000000
